occurrencedate,occurrenceyear,occurrencemonth,occurrenceday,occurrencedayofweek,occurrencehour,mci_category,premises_type
2014-04-28,2014,April,28,Monday,2,Assault,House
2014-04-28,2014,April,28,Monday,3,Assault,Apartment
2014-04-28,2014,April,28,Monday,5,Assault,Apartment
2014-04-28,2014,April,28,Monday,1,Assault,House
2014-04-28,2014,April,28,Monday,1,Assault,House
2014-04-28,2014,April,28,Monday,3,Assault,Outside
2014-04-21,2014,April,21,Monday,16,Assault,Outside
2014-04-21,2014,April,21,Monday,21,Robbery,Outside
2014-04-14,2014,April,14,Monday,9,Assault,Educational
2014-04-20,2014,April,20,Sunday,12,Assault,Apartment
2014-04-17,2014,April,17,Thursday,15,Break and Enter,House
2014-04-21,2014,April,21,Monday,23,Assault,Apartment
2014-04-12,2014,April,12,Saturday,6,Break and Enter,House
2014-04-21,2014,April,21,Monday,21,Robbery,Apartment
2014-04-21,2014,April,21,Monday,21,Robbery,Apartment
2014-04-21,2014,April,21,Monday,16,Break and Enter,Apartment
2014-04-21,2014,April,21,Monday,21,Assault,Outside
2014-04-21,2014,April,21,Monday,13,Assault,Commercial
2014-04-20,2014,April,20,Sunday,10,Auto Theft,Outside
2014-04-17,2014,April,17,Thursday,15,Auto Theft,Outside
2014-04-20,2014,April,20,Sunday,21,Auto Theft,House
2014-04-21,2014,April,21,Monday,8,Auto Theft,Outside
2014-04-20,2014,April,20,Sunday,19,Auto Theft,Outside
2014-04-17,2014,April,17,Thursday,16,Auto Theft,Outside
2014-03-24,2014,March,24,Monday,12,Auto Theft,Outside
2014-04-19,2014,April,19,Saturday,16,Auto Theft,Outside
2014-04-21,2014,April,21,Monday,11,Auto Theft,Outside
2014-03-21,2014,March,21,Friday,12,Auto Theft,Outside
2014-04-21,2014,April,21,Monday,14,Auto Theft,Outside
2014-04-21,2014,April,21,Monday,23,Assault,House
2014-04-21,2014,April,21,Monday,23,Assault,House
2014-04-21,2014,April,21,Monday,23,Break and Enter,House
2014-04-22,2014,April,22,Tuesday,NA,Break and Enter,House
2014-04-22,2014,April,22,Tuesday,2,Break and Enter,Commercial
2014-04-22,2014,April,22,Tuesday,1,Assault,Apartment
2014-04-22,2014,April,22,Tuesday,NA,Robbery,Apartment
2014-04-22,2014,April,22,Tuesday,2,Assault,Outside
2014-04-22,2014,April,22,Tuesday,2,Assault,Outside
2014-04-22,2014,April,22,Tuesday,2,Assault,House
2014-04-22,2014,April,22,Tuesday,7,Assault,Apartment
2014-04-22,2014,April,22,Tuesday,7,Assault,Apartment
2014-04-22,2014,April,22,Tuesday,7,Break and Enter,Commercial
2014-04-16,2014,April,16,Wednesday,14,Assault,Educational
2014-04-19,2014,April,19,Saturday,NA,Break and Enter,Apartment
2014-04-22,2014,April,22,Tuesday,9,Assault,Apartment
2014-04-22,2014,April,22,Tuesday,12,Break and Enter,House
2013-04-21,2013,April,21,Sunday,21,Break and Enter,Other
2014-04-17,2014,April,17,Thursday,15,Assault,Educational
2014-04-22,2014,April,22,Tuesday,10,Break and Enter,House
2014-04-22,2014,April,22,Tuesday,10,Break and Enter,House
2014-04-22,2014,April,22,Tuesday,9,Break and Enter,House
2014-04-22,2014,April,22,Tuesday,10,Assault,Outside
2014-04-22,2014,April,22,Tuesday,14,Break and Enter,Apartment
2014-04-17,2014,April,17,Thursday,21,Break and Enter,Apartment
2014-04-22,2014,April,22,Tuesday,10,Assault,Commercial
2014-04-22,2014,April,22,Tuesday,14,Assault,Apartment
2014-04-10,2014,April,10,Thursday,11,Assault,Educational
2014-04-19,2014,April,19,Saturday,12,Assault,Apartment
2014-04-22,2014,April,22,Tuesday,13,Assault,Apartment
2014-04-22,2014,April,22,Tuesday,14,Robbery,Commercial
2014-04-22,2014,April,22,Tuesday,15,Assault,Other
2014-04-22,2014,April,22,Tuesday,15,Assault,Other
2014-04-22,2014,April,22,Tuesday,13,Assault,Apartment
2014-04-22,2014,April,22,Tuesday,14,Robbery,Commercial
2014-04-06,2014,April,6,Sunday,7,Break and Enter,Commercial
2014-04-22,2014,April,22,Tuesday,14,Break and Enter,Apartment
2014-04-22,2014,April,22,Tuesday,12,Break and Enter,House
2014-04-22,2014,April,22,Tuesday,15,Break and Enter,House
2014-04-22,2014,April,22,Tuesday,11,Assault,Commercial
2014-04-22,2014,April,22,Tuesday,9,Assault,Apartment
2014-04-22,2014,April,22,Tuesday,14,Assault,Outside
2014-04-22,2014,April,22,Tuesday,17,Theft Over,Commercial
2014-04-21,2014,April,21,Monday,17,Assault,Apartment
2014-04-22,2014,April,22,Tuesday,11,Break and Enter,House
2014-04-22,2014,April,22,Tuesday,8,Break and Enter,House
2014-04-19,2014,April,19,Saturday,2,Assault,Commercial
2014-04-22,2014,April,22,Tuesday,18,Assault,Apartment
2014-04-22,2014,April,22,Tuesday,14,Break and Enter,House
2014-04-22,2014,April,22,Tuesday,16,Break and Enter,House
2013-04-22,2013,April,22,Monday,18,Assault,House
2014-04-22,2014,April,22,Tuesday,14,Break and Enter,Apartment
2014-04-21,2014,April,21,Monday,22,Robbery,Outside
2014-04-22,2014,April,22,Tuesday,17,Break and Enter,House
2014-04-22,2014,April,22,Tuesday,20,Robbery,Outside
2014-04-22,2014,April,22,Tuesday,19,Robbery,Outside
2014-04-22,2014,April,22,Tuesday,22,Assault,Apartment
2014-04-22,2014,April,22,Tuesday,22,Assault,Apartment
2014-04-22,2014,April,22,Tuesday,21,Assault,Apartment
2014-04-22,2014,April,22,Tuesday,21,Assault,Apartment
2014-04-22,2014,April,22,Tuesday,16,Assault,Apartment
2014-04-22,2014,April,22,Tuesday,18,Assault,Outside
2014-04-22,2014,April,22,Tuesday,18,Assault,Outside
2014-04-22,2014,April,22,Tuesday,20,Break and Enter,House
2014-04-22,2014,April,22,Tuesday,21,Robbery,Outside
2014-04-22,2014,April,22,Tuesday,23,Assault,Apartment
2014-04-22,2014,April,22,Tuesday,23,Assault,Apartment
2014-05-05,2014,May,5,Monday,13,Auto Theft,Outside
2014-05-08,2014,May,8,Thursday,18,Auto Theft,Outside
2014-05-08,2014,May,8,Thursday,18,Auto Theft,Outside
2014-05-09,2014,May,9,Friday,NA,Break and Enter,House
2014-05-08,2014,May,8,Thursday,10,Assault,Apartment
2014-05-03,2014,May,3,Saturday,13,Assault,Outside
2014-05-09,2014,May,9,Friday,2,Break and Enter,Commercial
2014-05-09,2014,May,9,Friday,NA,Robbery,Commercial
2014-05-09,2014,May,9,Friday,NA,Robbery,Commercial
2014-05-09,2014,May,9,Friday,NA,Assault,Transit
2014-04-17,2014,April,17,Thursday,15,Assault,Apartment
2014-05-05,2014,May,5,Monday,23,Auto Theft,House
2014-05-03,2014,May,3,Saturday,17,Assault,Apartment
2014-05-09,2014,May,9,Friday,3,Assault,Outside
2014-05-03,2014,May,3,Saturday,15,Assault,House
2014-05-05,2014,May,5,Monday,23,Auto Theft,House
2014-05-01,2014,May,1,Thursday,20,Break and Enter,House
2014-05-09,2014,May,9,Friday,3,Robbery,Outside
2014-04-26,2014,April,26,Saturday,21,Assault,Outside
2014-05-05,2014,May,5,Monday,23,Auto Theft,House
2014-05-09,2014,May,9,Friday,19,Auto Theft,Outside
2014-05-02,2014,May,2,Friday,15,Assault,Apartment
2014-05-09,2014,May,9,Friday,7,Assault,Outside
2014-05-06,2014,May,6,Tuesday,23,Auto Theft,House
2014-05-03,2014,May,3,Saturday,18,Robbery,Outside
2014-05-03,2014,May,3,Saturday,18,Robbery,Outside
2014-05-03,2014,May,3,Saturday,17,Assault,Educational
2014-05-03,2014,May,3,Saturday,18,Robbery,Outside
2014-05-03,2014,May,3,Saturday,16,Assault,Outside
2014-05-03,2014,May,3,Saturday,14,Assault,Apartment
2014-05-01,2014,May,1,Thursday,23,Assault,Commercial
2014-05-03,2014,May,3,Saturday,16,Break and Enter,Apartment
2014-05-03,2014,May,3,Saturday,22,Break and Enter,House
2014-05-03,2014,May,3,Saturday,22,Assault,Apartment
2014-05-03,2014,May,3,Saturday,22,Assault,Apartment
2014-05-03,2014,May,3,Saturday,20,Assault,Apartment
2014-05-03,2014,May,3,Saturday,21,Assault,Outside
2014-05-03,2014,May,3,Saturday,19,Break and Enter,House
2014-05-03,2014,May,3,Saturday,22,Assault,Apartment
2014-05-03,2014,May,3,Saturday,22,Assault,Apartment
2014-05-03,2014,May,3,Saturday,NA,Assault,Apartment
2014-05-03,2014,May,3,Saturday,22,Break and Enter,House
2014-05-03,2014,May,3,Saturday,20,Robbery,Apartment
2014-05-01,2014,May,1,Thursday,19,Break and Enter,House
2014-03-03,2014,March,3,Monday,3,Assault,Outside
2014-03-03,2014,March,3,Monday,3,Assault,Outside
2014-05-03,2014,May,3,Saturday,7,Break and Enter,House
2014-05-03,2014,May,3,Saturday,14,Assault,Apartment
2014-05-03,2014,May,3,Saturday,11,Break and Enter,House
2014-05-03,2014,May,3,Saturday,16,Robbery,Transit
2014-05-03,2014,May,3,Saturday,2,Auto Theft,Outside
2014-05-02,2014,May,2,Friday,17,Auto Theft,Commercial
2014-05-02,2014,May,2,Friday,23,Auto Theft,House
2014-05-02,2014,May,2,Friday,23,Auto Theft,Outside
2014-05-02,2014,May,2,Friday,22,Auto Theft,Outside
2014-05-04,2014,May,4,Sunday,NA,Assault,Commercial
2014-05-04,2014,May,4,Sunday,NA,Assault,Outside
2014-05-04,2014,May,4,Sunday,1,Assault,Outside
2014-05-04,2014,May,4,Sunday,1,Assault,Outside
2014-05-04,2014,May,4,Sunday,1,Assault,Outside
2014-05-04,2014,May,4,Sunday,NA,Assault,Commercial
2014-05-04,2014,May,4,Sunday,1,Assault,Commercial
2014-05-03,2014,May,3,Saturday,23,Break and Enter,Commercial
2014-05-04,2014,May,4,Sunday,3,Break and Enter,House
2014-05-04,2014,May,4,Sunday,3,Assault,House
2014-05-04,2014,May,4,Sunday,2,Assault,Outside
2014-05-04,2014,May,4,Sunday,2,Assault,House
2014-05-04,2014,May,4,Sunday,2,Assault,House
2014-05-04,2014,May,4,Sunday,3,Assault,Outside
2014-05-04,2014,May,4,Sunday,1,Robbery,Outside
2014-05-04,2014,May,4,Sunday,1,Robbery,Outside
2014-05-04,2014,May,4,Sunday,4,Assault,Commercial
2014-05-04,2014,May,4,Sunday,2,Assault,Apartment
2014-05-04,2014,May,4,Sunday,2,Assault,Apartment
2014-05-04,2014,May,4,Sunday,2,Assault,Apartment
2014-05-03,2014,May,3,Saturday,21,Assault,Outside
2014-05-04,2014,May,4,Sunday,4,Break and Enter,Commercial
2014-05-04,2014,May,4,Sunday,4,Break and Enter,Commercial
2014-05-04,2014,May,4,Sunday,3,Assault,Commercial
2014-05-04,2014,May,4,Sunday,3,Assault,Commercial
2014-05-03,2014,May,3,Saturday,14,Break and Enter,House
2014-05-04,2014,May,4,Sunday,8,Assault,Other
2014-05-04,2014,May,4,Sunday,8,Assault,Commercial
2014-05-03,2014,May,3,Saturday,18,Break and Enter,Commercial
2014-05-03,2014,May,3,Saturday,12,Assault,Outside
2014-04-21,2014,April,21,Monday,6,Break and Enter,Apartment
2014-05-04,2014,May,4,Sunday,9,Assault,House
2014-05-04,2014,May,4,Sunday,9,Assault,Transit
2014-05-04,2014,May,4,Sunday,10,Assault,Transit
2014-05-03,2014,May,3,Saturday,15,Assault,House
2014-05-03,2014,May,3,Saturday,12,Assault,Apartment
2014-05-03,2014,May,3,Saturday,17,Break and Enter,Other
2014-05-03,2014,May,3,Saturday,15,Break and Enter,House
2014-05-03,2014,May,3,Saturday,22,Break and Enter,Commercial
2014-05-03,2014,May,3,Saturday,22,Break and Enter,Commercial
2014-05-04,2014,May,4,Sunday,12,Robbery,Outside
2014-05-04,2014,May,4,Sunday,7,Assault,Apartment
2014-05-04,2014,May,4,Sunday,12,Assault,Outside
2014-05-04,2014,May,4,Sunday,13,Assault,Commercial
2014-04-01,2014,April,1,Tuesday,12,Theft Over,House
2014-05-02,2014,May,2,Friday,19,Break and Enter,Commercial
2014-05-04,2014,May,4,Sunday,16,Assault,Commercial
2014-05-04,2014,May,4,Sunday,16,Assault,Commercial
2014-03-24,2014,March,24,Monday,NA,Assault,Apartment
2014-03-24,2014,March,24,Monday,NA,Assault,Apartment
2014-05-04,2014,May,4,Sunday,16,Assault,House
2014-05-02,2014,May,2,Friday,17,Break and Enter,Commercial
2014-05-04,2014,May,4,Sunday,11,Assault,Apartment
2014-05-02,2014,May,2,Friday,18,Break and Enter,Other
2014-05-04,2014,May,4,Sunday,17,Assault,House
2014-05-04,2014,May,4,Sunday,18,Assault,House
2014-05-04,2014,May,4,Sunday,9,Assault,Other
2014-05-04,2014,May,4,Sunday,9,Assault,Other
2014-05-04,2014,May,4,Sunday,9,Assault,Other
2014-05-04,2014,May,4,Sunday,18,Assault,Other
2014-05-01,2014,May,1,Thursday,14,Assault,Outside
2014-05-01,2014,May,1,Thursday,14,Robbery,Outside
2014-05-04,2014,May,4,Sunday,14,Break and Enter,House
2014-05-04,2014,May,4,Sunday,18,Assault,Commercial
2014-05-03,2014,May,3,Saturday,23,Break and Enter,House
2014-05-12,2014,May,12,Monday,NA,Assault,Outside
2014-05-04,2014,May,4,Sunday,1,Assault,Commercial
2014-05-06,2014,May,6,Tuesday,9,Auto Theft,Commercial
2014-04-01,2014,April,1,Tuesday,8,Assault,House
2014-05-09,2014,May,9,Friday,13,Auto Theft,Outside
2014-05-12,2014,May,12,Monday,NA,Assault,Commercial
2014-05-06,2014,May,6,Tuesday,22,Auto Theft,House
2014-05-12,2014,May,12,Monday,NA,Assault,Commercial
2014-05-09,2014,May,9,Friday,7,Assault,Outside
2014-05-06,2014,May,6,Tuesday,2,Auto Theft,Outside
2014-05-06,2014,May,6,Tuesday,19,Auto Theft,Outside
2014-04-01,2014,April,1,Tuesday,8,Assault,House
2014-05-10,2014,May,10,Saturday,NA,Assault,Apartment
2014-05-12,2014,May,12,Monday,NA,Assault,Apartment
2014-05-06,2014,May,6,Tuesday,12,Auto Theft,Outside
2014-05-08,2014,May,8,Thursday,15,Break and Enter,Educational
2014-05-06,2014,May,6,Tuesday,18,Auto Theft,House
2014-04-01,2014,April,1,Tuesday,8,Assault,House
2014-05-10,2014,May,10,Saturday,1,Assault,Outside
2014-05-11,2014,May,11,Sunday,22,Robbery,Outside
2014-04-16,2014,April,16,Wednesday,19,Auto Theft,Outside
2014-04-25,2014,April,25,Friday,10,Auto Theft,Commercial
2014-05-06,2014,May,6,Tuesday,9,Auto Theft,Outside
2014-05-06,2014,May,6,Tuesday,8,Auto Theft,Outside
2014-05-05,2014,May,5,Monday,9,Auto Theft,Outside
2014-05-06,2014,May,6,Tuesday,18,Assault,Apartment
2014-05-07,2014,May,7,Wednesday,NA,Assault,Commercial
2014-05-06,2014,May,6,Tuesday,23,Break and Enter,Commercial
2014-05-07,2014,May,7,Wednesday,2,Assault,House
2014-05-07,2014,May,7,Wednesday,2,Break and Enter,House
2014-05-07,2014,May,7,Wednesday,1,Assault,Apartment
2014-05-07,2014,May,7,Wednesday,1,Assault,Apartment
2014-05-07,2014,May,7,Wednesday,4,Break and Enter,House
2014-05-07,2014,May,7,Wednesday,1,Assault,Outside
2014-05-06,2014,May,6,Tuesday,19,Break and Enter,Commercial
2014-05-07,2014,May,7,Wednesday,NA,Break and Enter,Commercial
2014-05-06,2014,May,6,Tuesday,13,Break and Enter,Apartment
2014-05-07,2014,May,7,Wednesday,8,Assault,Outside
2014-05-07,2014,May,7,Wednesday,9,Break and Enter,Apartment
2014-05-04,2014,May,4,Sunday,17,Break and Enter,House
2014-05-07,2014,May,7,Wednesday,3,Break and Enter,Commercial
2014-05-07,2014,May,7,Wednesday,9,Break and Enter,House
2014-05-06,2014,May,6,Tuesday,8,Assault,Transit
2014-05-07,2014,May,7,Wednesday,9,Assault,Outside
2014-05-07,2014,May,7,Wednesday,11,Assault,Commercial
2014-05-07,2014,May,7,Wednesday,11,Assault,Commercial
2014-05-07,2014,May,7,Wednesday,11,Assault,House
2014-05-07,2014,May,7,Wednesday,12,Break and Enter,Commercial
2014-05-07,2014,May,7,Wednesday,12,Assault,Educational
2014-05-04,2014,May,4,Sunday,11,Assault,Apartment
2014-05-06,2014,May,6,Tuesday,17,Assault,Outside
2014-04-25,2014,April,25,Friday,13,Assault,Apartment
2014-05-07,2014,May,7,Wednesday,10,Robbery,Outside
2014-05-07,2014,May,7,Wednesday,8,Assault,Outside
2014-05-07,2014,May,7,Wednesday,10,Assault,Educational
2014-05-07,2014,May,7,Wednesday,10,Assault,Apartment
2014-05-07,2014,May,7,Wednesday,10,Assault,Apartment
2014-05-07,2014,May,7,Wednesday,12,Assault,Educational
2014-05-04,2014,May,4,Sunday,14,Break and Enter,House
2014-05-07,2014,May,7,Wednesday,15,Assault,Apartment
2014-05-07,2014,May,7,Wednesday,15,Assault,Apartment
2014-05-06,2014,May,6,Tuesday,20,Assault,Apartment
2014-04-30,2014,April,30,Wednesday,14,Assault,Educational
2014-05-06,2014,May,6,Tuesday,15,Assault,Apartment
2014-05-07,2014,May,7,Wednesday,9,Assault,Outside
2014-05-07,2014,May,7,Wednesday,19,Assault,Commercial
2014-05-07,2014,May,7,Wednesday,15,Assault,Other
2013-07-01,2013,July,1,Monday,NA,Assault,Apartment
2014-05-07,2014,May,7,Wednesday,7,Assault,Apartment
2014-05-06,2014,May,6,Tuesday,12,Theft Over,House
2014-05-07,2014,May,7,Wednesday,14,Assault,Commercial
2014-05-07,2014,May,7,Wednesday,16,Theft Over,Commercial
2014-05-07,2014,May,7,Wednesday,1,Assault,Outside
2014-04-20,2014,April,20,Sunday,20,Assault,Apartment
2014-05-07,2014,May,7,Wednesday,20,Robbery,Outside
2014-05-07,2014,May,7,Wednesday,15,Assault,Outside
2014-05-07,2014,May,7,Wednesday,18,Assault,Educational
2014-05-07,2014,May,7,Wednesday,20,Assault,Commercial
2014-05-07,2014,May,7,Wednesday,20,Assault,Outside
2014-05-07,2014,May,7,Wednesday,20,Assault,Outside
2014-05-07,2014,May,7,Wednesday,19,Robbery,Outside
2014-05-07,2014,May,7,Wednesday,17,Robbery,Outside
2014-05-07,2014,May,7,Wednesday,16,Break and Enter,House
2014-05-06,2014,May,6,Tuesday,9,Theft Over,Outside
2014-05-07,2014,May,7,Wednesday,17,Assault,Commercial
2014-05-07,2014,May,7,Wednesday,22,Assault,Outside
2014-05-07,2014,May,7,Wednesday,19,Break and Enter,House
2014-05-07,2014,May,7,Wednesday,10,Break and Enter,House
2014-05-07,2014,May,7,Wednesday,10,Break and Enter,Apartment
2014-05-07,2014,May,7,Wednesday,16,Break and Enter,House
2014-05-07,2014,May,7,Wednesday,NA,Break and Enter,Apartment
2014-05-06,2014,May,6,Tuesday,23,Break and Enter,Commercial
2014-04-21,2014,April,21,Monday,8,Theft Over,Commercial
2014-05-07,2014,May,7,Wednesday,23,Robbery,Outside
2014-05-07,2014,May,7,Wednesday,23,Robbery,Outside
2014-05-07,2014,May,7,Wednesday,14,Break and Enter,House
2014-05-07,2014,May,7,Wednesday,13,Break and Enter,House
2014-04-24,2014,April,24,Thursday,10,Break and Enter,Apartment
2014-05-07,2014,May,7,Wednesday,13,Break and Enter,House
2014-05-07,2014,May,7,Wednesday,11,Break and Enter,House
2014-05-05,2014,May,5,Monday,20,Break and Enter,Apartment
2014-05-07,2014,May,7,Wednesday,12,Break and Enter,House
2014-05-07,2014,May,7,Wednesday,20,Break and Enter,Educational
2014-05-07,2014,May,7,Wednesday,10,Break and Enter,House
2014-05-06,2014,May,6,Tuesday,8,Break and Enter,House
2014-05-07,2014,May,7,Wednesday,18,Break and Enter,Apartment
2014-05-07,2014,May,7,Wednesday,11,Assault,Other
2014-05-07,2014,May,7,Wednesday,15,Assault,Commercial
2014-02-13,2014,February,13,Thursday,16,Assault,House
2014-05-07,2014,May,7,Wednesday,7,Break and Enter,Apartment
2014-05-07,2014,May,7,Wednesday,17,Break and Enter,Apartment
